Id,Type,Term,Description,GE,Requirements,Department 
SPAN 111,Lec,2202,Elementary Hispanic Language and Culture,USCP,Not open to students with credit in SPAN 101 or SPAN 141.,SPAN
SPAN 141,Act,2198,Elementary Spanish I Study Abroad,C125,"Not open to students with credit in SPAN 104, SPAN 111, or SPAN 141.",SPAN
SPAN 141,Lec,2198,Elementary Spanish I Study Abroad,C125,"Not open to students with credit in SPAN 104, SPAN 111, or SPAN 141.",SPAN
SPAN 142,Act,2198,Elementary Spanish II Study Abroad,C125,"Prerequisite: SPAN 101, SPAN 111, or SPAN 141. Not open to students with credit in SPAN 102 or 104.",SPAN
SPAN 142,Lec,2198,Elementary Spanish II Study Abroad,C125,"Prerequisite: SPAN 101, SPAN 111, or SPAN 141. Not open to students with credit in SPAN 102 or 104.",SPAN
SPAN 143,Act,2198,Elementary Spanish III Study Abroad,C125,Prerequisite: SPAN 102 or SPAN 142. Not open to students with credit in SPAN 103 or 104.,SPAN
SPAN 143,Lec,2198,Elementary Spanish III Study Abroad,C125,Prerequisite: SPAN 102 or SPAN 142. Not open to students with credit in SPAN 103 or 104.,SPAN
SPAN 201,ACT,2182,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103. Not open to students with credit in SPAN 204.,SPAN
SPAN 201,Act,2184,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103. Not open to students with credit in SPAN 204.,SPAN
SPAN 201,Act,2188,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103. Not open to students with credit in SPAN 204.,SPAN
SPAN 201,Act,2192,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103. Not open to students with credit in SPAN 204.,SPAN
SPAN 201,Act,2194,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2198,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2202,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2204,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2208,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2212,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2214,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2218,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2222,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Act,2224,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,LEC,2182,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103. Not open to students with credit in SPAN 204.,SPAN
SPAN 201,Lec,2184,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103. Not open to students with credit in SPAN 204.,SPAN
SPAN 201,Lec,2188,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103. Not open to students with credit in SPAN 204.,SPAN
SPAN 201,Lec,2192,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103. Not open to students with credit in SPAN 204.,SPAN
SPAN 201,Lec,2194,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2198,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2202,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2204,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2208,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2212,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2214,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2218,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2222,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 201,Lec,2224,Intermediate Spanish I,GEC5,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 204 or SPAN 241.,SPAN
SPAN 202,ACT,2182,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201. Not open to students with credit in SPAN 204.,SPAN
SPAN 202,Act,2184,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201. Not open to students with credit in SPAN 204.,SPAN
SPAN 202,Act,2188,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201. Not open to students with credit in SPAN 204.,SPAN
SPAN 202,Act,2192,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201. Not open to students with credit in SPAN 204.,SPAN
SPAN 202,Act,2194,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2198,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2202,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2204,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2208,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2212,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2214,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2218,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2222,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Act,2224,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,LEC,2182,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201. Not open to students with credit in SPAN 204.,SPAN
SPAN 202,Lec,2184,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201. Not open to students with credit in SPAN 204.,SPAN
SPAN 202,Lec,2188,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201. Not open to students with credit in SPAN 204.,SPAN
SPAN 202,Lec,2192,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201. Not open to students with credit in SPAN 204.,SPAN
SPAN 202,Lec,2194,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2198,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2202,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2204,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2208,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2212,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2214,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2218,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2222,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 202,Lec,2224,Intermediate Spanish II,GEC5,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 204 or SPAN 242.,SPAN
SPAN 203,ACT,2182,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202. Not open to students with credit in SPAN 206.,SPAN
SPAN 203,Act,2184,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202. Not open to students with credit in SPAN 206.,SPAN
SPAN 203,Act,2188,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202. Not open to students with credit in SPAN 206.,SPAN
SPAN 203,Act,2192,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202. Not open to students with credit in SPAN 206.,SPAN
SPAN 203,Act,2194,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2198,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2202,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2204,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2208,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2212,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2214,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2218,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2222,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Act,2224,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,LEC,2182,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202. Not open to students with credit in SPAN 206.,SPAN
SPAN 203,Lec,2184,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202. Not open to students with credit in SPAN 206.,SPAN
SPAN 203,Lec,2188,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202. Not open to students with credit in SPAN 206.,SPAN
SPAN 203,Lec,2192,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202. Not open to students with credit in SPAN 206.,SPAN
SPAN 203,Lec,2194,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2198,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2202,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2204,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2208,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2212,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2214,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2218,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2222,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 203,Lec,2224,Intermediate Spanish III,GEC5,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 206 or SPAN 243.,SPAN
SPAN 206,Act,2188,Spanish for Heritage Speakers,USCP,Prerequisite: SPAN 202. Not open to students with credit in SPAN 203.,SPAN
SPAN 206,Lec,2188,Spanish for Heritage Speakers,USCP,Prerequisite: SPAN 202. Not open to students with credit in SPAN 203.,SPAN
SPAN 207,Act,2188,Introduction to Spanish Linguistics,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 207,Act,2198,Introduction to Spanish Linguistics,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 207,Act,2208,Introduction to Spanish Linguistics,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 207,Act,2212,Introduction to Spanish Linguistics,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 207,Act,2218,Introduction to Spanish Linguistics,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 207,Lec,2188,Introduction to Spanish Linguistics,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 207,Lec,2198,Introduction to Spanish Linguistics,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 207,Lec,2208,Introduction to Spanish Linguistics,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 207,Lec,2212,Introduction to Spanish Linguistics,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 207,Lec,2218,Introduction to Spanish Linguistics,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 233,LEC,2182,Introduction to Hispanic Readings,GEC1,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 203 or SPAN 206.,SPAN
SPAN 233,Lec,2184,Introduction to Hispanic Readings,GEC1,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 203 or SPAN 206.,SPAN
SPAN 233,Lec,2188,Introduction to Hispanic Readings,GEC1,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 203 or SPAN 206.,SPAN
SPAN 233,Lec,2192,Introduction to Hispanic Readings,GEC1,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 203 or SPAN 206.,SPAN
SPAN 233,Lec,2194,Introduction to Hispanic Readings,GEC1,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 203 or SPAN 206.,SPAN
SPAN 233,Lec,2198,Introduction to Hispanic Readings,GEC1,"Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233,Lec,2202,Introduction to Hispanic Readings,GEC1,"Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233,Lec,2204,Introduction to Hispanic Readings,GEC1,"Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233,Lec,2208,Introduction to Hispanic Readings,C2,"Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233,Lec,2212,Introduction to Hispanic Readings,C2,"Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233,Lec,2214,Introduction to Hispanic Readings,C2,"Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233,Lec,2218,Introduction to Hispanic Readings,C2,"Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233,Lec,2222,Introduction to Hispanic Readings,C2,"Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233,Lec,2224,Introduction to Hispanic Readings,C2,"Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 233 5W1,Lec,2216,Introduction to Hispanic Readings,C2,"Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 203, SPAN 206, or SPAN 243.",SPAN
SPAN 241,Act,2198,Intermediate Spanish I Study Abroad,C125,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 201.,SPAN
SPAN 241,Lec,2198,Intermediate Spanish I Study Abroad,C125,Prerequisite: SPAN 103 or SPAN 143. Not open to students with credit in SPAN 201.,SPAN
SPAN 242,Act,2198,Intermediate Spanish II Study Abroad,C125,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 202.,SPAN
SPAN 242,Lec,2198,Intermediate Spanish II Study Abroad,C125,Prerequisite: SPAN 201 or SPAN 241. Not open to students with credit in SPAN 202.,SPAN
SPAN 243,Act,2198,Intermediate Spanish III Study Abroad,C125,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 203 or SPAN 206.,SPAN
SPAN 243,Lec,2198,Intermediate Spanish III Study Abroad,C125,Prerequisite: SPAN 202 or SPAN 242. Not open to students with credit in SPAN 203 or SPAN 206.,SPAN
SPAN 2IP,Lec,2184,Study Abroad,,,SPAN
SPAN 2IP,Lec,2192,Study Abroad,,,SPAN
SPAN 301,Lec,2184,Advanced Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 301,Lec,2188,Advanced Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 301,Lec,2194,Advanced Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 301,Lec,2198,Advanced Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 301,Lec,2202,Advanced Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 301,Lec,2204,Advanced Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 301,Lec,2208,Advanced Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 301,Lec,2214,Advanced Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 301,Lec,2218,Advanced Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 301,Lec,2224,Advanced Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Act,2184,Advanced Conversation and Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 302,Act,2188,Advanced Conversation and Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 302,Act,2192,Advanced Conversation and Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 302,Act,2194,Advanced Conversation and Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 302,Act,2198,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Act,2204,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Act,2208,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Act,2212,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Act,2214,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Act,2218,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Act,2224,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Lec,2184,Advanced Conversation and Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 302,Lec,2188,Advanced Conversation and Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 302,Lec,2192,Advanced Conversation and Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 302,Lec,2194,Advanced Conversation and Composition in Spanish,,Prerequisite: SPAN 203 or SPAN 206,SPAN
SPAN 302,Lec,2198,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Lec,2204,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Lec,2208,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Lec,2212,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Lec,2214,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Lec,2218,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 302,Lec,2224,Advanced Conversation and Composition in Spanish,,"Prerequisite: SPAN 203, SPAN 206, SPAN 243",SPAN
SPAN 303,Lec,2184,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 303,Lec,2188,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 303,Lec,2192,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 303,Lec,2198,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 303,Lec,2202,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with a grade of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 303,Lec,2208,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 303,Lec,2212,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 303,Lec,2218,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 303,Lec,2222,Introduction to English-Spanish Translation,,Prerequisite: Completion of GE Area A with grades of C- or better; and SPAN 207 or SPAN 233 or SPAN 301 or SPAN 302.,SPAN
SPAN 305,Lec,2184,Significant Works in Spanish,GEC4,Prerequisite: Junior standing; completion of GE Area A with a grade of C- or better; and SPAN 233.,SPAN
SPAN 305,Lec,2188,Significant Works in Spanish,GEC4,Prerequisite: Junior standing; completion of GE Area A with a grade of C- or better; and SPAN 233.,SPAN
SPAN 305,Lec,2194,Significant Works in Spanish,GEC4,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B1 with a grade of C- or better; and SPAN 233.,SPAN
SPAN 305,Lec,2198,Significant Works in Spanish,GEC4,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B1 with a grade of C- or better; and SPAN 233.,SPAN
SPAN 305,Lec,2204,Significant Works in Spanish,GEC4,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B1 with a grade of C- or better; and SPAN 233.,SPAN
SPAN 305,Lec,2208,Significant Works in Spanish,CUD,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B4 with a grade of C- or better (GE Area B1 for the 19-20 or earlier catalogs); and SPAN 233.,SPAN
SPAN 305,Lec,2214,Significant Works in Spanish,CUD,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B4 with a grade of C- or better (GE Area B1 for the 19-20 or earlier catalogs); and SPAN 233.,SPAN
SPAN 305,Lec,2218,Significant Works in Spanish,CUD,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B4 with a grade of C- or better (GE Area B1 for the 19-20 or earlier catalogs); and SPAN 233.,SPAN
SPAN 305,Lec,2222,Significant Works in Spanish,CUD,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B4 with a grade of C- or better (GE Area B1 for the 19-20 or earlier catalogs); and SPAN 233.,SPAN
SPAN 305,Lec,2224,Significant Works in Spanish,CUD,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B4 with a grade of C- or better (GE Area B1 for the 19-20 or earlier catalogs); and SPAN 233.,SPAN
SPAN 307,ACT,2182,Spanish and Latin American Film,GEC4,Prerequisite: Junior standing; completion of GE Area A with a grade of C- or better; and SPAN 233.,SPAN
SPAN 307,Act,2192,Spanish and Latin American Film,GEC4,Prerequisite: Junior standing; completion of GE Area A with a grade of C- or better; and SPAN 233.,SPAN
SPAN 307,Act,2202,Spanish and Latin American Film,GEC4,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B1 with a grade of C- or better; and SPAN 233.,SPAN
SPAN 307,Act,2212,Spanish and Latin American Film,CUD,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B4 with a grade of C- or better (GE Area B1 for the 19-20 or earlier catalogs); and SPAN 233.,SPAN
SPAN 307,Act,2222,Spanish and Latin American Film,CUD,Prerequisite: Junior standing; completion of GE Area A with grades of C- or better; completion of one course in GE Area B4 with a grade of C- or better (GE Area B1 for the 19-20 or earlier catalogs); and SPAN 233.,SPAN
