Name,Section,Id,Term,Type,Days,Start Time,End Time,Instructor,Location,Enrollment Capacity,Enrollment Count,Waitlist Count,Drop Count,Id.1,Term.1 
CSC 491,37.0,****,2218,Ind,,,,"Oliver, J",,10.0,0.0,0.0,0.0,,
CSC 491,38.0,****,2218,Ind,,,,"Slivovsky, L",,10.0,0.0,0.0,0.0,,
CSC 491,39.0,****,2218,Ind,,,,"Smilkstein, T",,10.0,0.0,0.0,0.0,,
CSC 491,40.0,****,2218,Ind,,,,"Costello, E",,10.0,0.0,0.0,0.0,,
CSC 491 /0,41.0,****,2218,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 491,42.0,****,2218,Ind,,,,"Lehr, J",,10.0,0.0,0.0,0.0,,
CSC 491,43.0,****,2218,Ind,,,,"Sun, D",,10.0,0.0,0.0,0.0,,
CSC 491 /0,44.0,****,2218,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 491 /0,45.0,****,2218,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 491,2.0,****,2222,Ind,,,,"Anderson, P",,10.0,1.0,0.0,0.0,,
CSC 491,3.0,****,2222,Ind,,,,"Beard, S",,10.0,0.0,0.0,0.0,,
CSC 491,4.0,****,2222,Ind,,,,"Bellardo, J",,10.0,0.0,0.0,0.0,,
CSC 491,5.0,****,2222,Ind,,,,"Clements, J",,10.0,0.0,0.0,0.0,,
CSC 491,6.0,****,2222,Ind,,,,"da Silva, B",,10.0,0.0,0.0,0.0,,
CSC 491,7.0,****,2222,Ind,,,,"Canaan, R",,10.0,0.0,0.0,0.0,,
CSC 491,8.0,****,2222,Ind,,,,"DeBruhl, B",,10.0,0.0,0.0,0.0,,
CSC 491,9.0,****,2222,Ind,,,,"Dekhtyar, A",,10.0,0.0,0.0,0.0,,
CSC 491,10.0,****,2222,Ind,,,,"Eckhardt, C",,10.0,2.0,0.0,0.0,,
CSC 491,11.0,****,2222,Ind,,,,"Fang, D",,10.0,3.0,0.0,0.0,,
CSC 491,12.0,****,2222,Ind,,,,"Gharibyan, H",,10.0,0.0,0.0,0.0,,
CSC 491,13.0,****,2222,Ind,,,,"Grow, A",,10.0,0.0,0.0,0.0,,
CSC 491,14.0,****,2222,Ind,,,,"Haungs, M",,10.0,0.0,0.0,0.0,,
CSC 491,15.0,****,2222,Ind,,,,"Kazerouni, A",,10.0,1.0,0.0,0.0,,
CSC 491,16.0,****,2222,Ind,,,,"Keen, A",,10.0,0.0,0.0,0.0,,
CSC 491,17.0,****,2222,Ind,,,,"Khosmood, F",,10.0,0.0,0.0,0.0,,
CSC 491,18.0,****,2222,Ind,,,,"Kurfess, F",,10.0,1.0,0.0,0.0,,
CSC 491,19.0,****,2222,Ind,,,,"Lupo, C",,10.0,0.0,0.0,0.0,,
CSC 491,20.0,****,2222,Ind,,,,"Migler, T",,10.0,0.0,0.0,0.0,,
CSC 491,21.0,****,2222,Ind,,,,"Mukherjee, J",,10.0,0.0,0.0,0.0,,
CSC 491,22.0,****,2222,Ind,,,,"Nico, P",,10.0,0.0,0.0,0.0,,
CSC 491,23.0,****,2222,Ind,,,,"Pantoja, M",,10.0,0.0,0.0,0.0,,
CSC 491,24.0,****,2222,Ind,,,,"Peterson, Z",,10.0,0.0,0.0,0.0,,
CSC 491,25.0,****,2222,Ind,,,,"Rwebangira, M",,10.0,0.0,0.0,0.0,,
CSC 491,26.0,****,2222,Ind,,,,"Seng, J",,10.0,0.0,0.0,0.0,,
CSC 491,27.0,****,2222,Ind,,,,"Smith, H",,10.0,0.0,0.0,0.0,,
CSC 491,28.0,****,2222,Ind,,,,"Stanchev, L",,10.0,0.0,0.0,0.0,,
CSC 491,29.0,****,2222,Ind,,,,"Turner, F",,10.0,0.0,0.0,0.0,,
CSC 491 /0,30.0,****,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 491,31.0,****,2222,Ind,,,,"Ventura, J",,10.0,3.0,0.0,0.0,,
CSC 491,32.0,****,2222,Ind,,,,"Wood, Z",,10.0,0.0,0.0,0.0,,
CSC 491,33.0,****,2222,Ind,,,,"Benson, B",,10.0,0.0,0.0,0.0,,
CSC 491,34.0,****,2222,Ind,,,,"Callenes-Sloan, J",,10.0,0.0,0.0,0.0,,
CSC 491,35.0,****,2222,Ind,,,,"Danowitz, A",,10.0,0.0,0.0,0.0,,
CSC 491,36.0,****,2222,Ind,,,,"Mealy, B",,10.0,0.0,0.0,0.0,,
CSC 491,37.0,****,2222,Ind,,,,"Oliver, J",,10.0,0.0,0.0,0.0,,
CSC 491,38.0,****,2222,Ind,,,,"Slivovsky, L",,10.0,0.0,0.0,0.0,,
CSC 491,39.0,****,2222,Ind,,,,"Smilkstein, T",,10.0,0.0,0.0,0.0,,
CSC 491,40.0,****,2222,Ind,,,,"Costello, E",,10.0,0.0,0.0,0.0,,
CSC 491 /0,41.0,****,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 491,42.0,****,2222,Ind,,,,"Lehr, J",,10.0,0.0,0.0,0.0,,
CSC 491,43.0,****,2222,Ind,,,,"Sun, D",,10.0,0.0,0.0,0.0,,
CSC 491 /0,44.0,****,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 491 /0,45.0,****,2222,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 491,2.0,****,2224,Ind,,,,"Anderson, P",,10.0,,,,,
CSC 491,3.0,****,2224,Ind,,,,"Beard, S",,10.0,,,,,
CSC 491,4.0,****,2224,Ind,,,,"Bellardo, J",,10.0,,,,,
CSC 491,5.0,****,2224,Ind,,,,"Clements, J",,10.0,,,,,
CSC 491,6.0,****,2224,Ind,,,,"da Silva, B",,10.0,,,,,
CSC 491,7.0,****,2224,Ind,,,,"DeBruhl, B",,10.0,,,,,
CSC 491,8.0,****,2224,Ind,,,,"Lupo, C",,10.0,,,,,
CSC 491,9.0,****,2224,Ind,,,,"Eckhardt, C",,10.0,,,,,
CSC 491,10.0,****,2224,Ind,,,,"Eisty, N",,10.0,,,,,
CSC 491,11.0,****,2224,Ind,,,,"Fang, D",,10.0,,,,,
CSC 491,12.0,****,2224,Ind,,,,"Gharibyan, H",,10.0,,,,,
CSC 491,13.0,****,2224,Ind,,,,"Haungs, M",,10.0,,,,,
CSC 491,14.0,****,2224,Ind,,,,"Janzen, D",,10.0,,,,,
CSC 491,15.0,****,2224,Ind,,,,"Kazerouni, A",,10.0,,,,,
CSC 491,16.0,****,2224,Ind,,,,"Keen, A",,10.0,,,,,
CSC 491,17.0,****,2224,Ind,,,,"Khosmood, F",,10.0,,,,,
CSC 491,18.0,****,2224,Ind,,,,"Lupo, C",,10.0,,,,,
CSC 491,19.0,****,2224,Ind,,,,"Lupo, C",,10.0,,,,,
CSC 491,20.0,****,2224,Ind,,,,"Migler, T",,10.0,,,,,
CSC 491 /0,21.0,****,2224,Ind,,,,,,10.0,,,,,
CSC 491,22.0,****,2224,Ind,,,,"Nico, P",,10.0,,,,,
CSC 491,23.0,****,2224,Ind,,,,"Pantoja, M",,10.0,,,,,
CSC 491,24.0,****,2224,Ind,,,,"Peterson, Z",,10.0,,,,,
CSC 491,25.0,****,2224,Ind,,,,"Seng, J",,10.0,,,,,
CSC 491,26.0,****,2224,Ind,,,,"Smith, H",,10.0,,,,,
CSC 491 /0,27.0,****,2224,Ind,,,,,,10.0,,,,,
CSC 491,28.0,****,2224,Ind,,,,"Stanchev, L",,10.0,,,,,
CSC 491,29.0,****,2224,Ind,,,,"Turner, F",,10.0,,,,,
CSC 491,30.0,****,2224,Ind,,,,"Vakalis, I",,10.0,,,,,
CSC 491,31.0,****,2224,Ind,,,,"Ventura, J",,10.0,,,,,
CSC 491,32.0,****,2224,Ind,,,,"Wood, Z",,10.0,,,,,
CSC 491,33.0,****,2224,Ind,,,,"Benson, B",,10.0,,,,,
CSC 491,34.0,****,2224,Ind,,,,"Braun, D",,10.0,,,,,
CSC 491,35.0,****,2224,Ind,,,,"Callenes-Sloan, J",,10.0,,,,,
CSC 491,36.0,****,2224,Ind,,,,"Danowitz, A",,10.0,,,,,
CSC 491,37.0,****,2224,Ind,,,,"Mealy, B",,10.0,,,,,
CSC 491,38.0,****,2224,Ind,,,,"Oliver, J",,10.0,,,,,
CSC 491,39.0,****,2224,Ind,,,,"Slivovsky, L",,10.0,,,,,
CSC 491,40.0,****,2224,Ind,,,,"Smilkstein, T",,10.0,,,,,
CSC 491,41.0,****,2224,Ind,,,,"Costello, E",,10.0,,,,,
CSC 491,42.0,****,2224,Ind,,,,"Lehr, J",,10.0,,,,,
CSC 491,43.0,****,2224,Ind,,,,"Sun, D",,10.0,,,,,
CSC 491,44.0,****,2224,Ind,,,,"Lupo, C",,10.0,,,,,
CSC 491,45.0,****,2224,Ind,,,,"Lupo, C",,10.0,,,,,
CSC 491,1.0,1161,2216,Ind,,,,"Lupo, C",,30.0,3.0,0.0,1.0,,
CSC 491,1.0,1184,2206,Ind,,,,"Lupo, C",,30.0,3.0,0.0,0.0,,
CSC 491 5W2,2.0,1199,2216,Ind,,,,"Lupo, C",,30.0,1.0,0.0,0.0,,
CSC 491,1.0,1217,2196,Ind,,,,"Lupo, C",,30.0,0.0,0.0,0.0,,
CSC 491 5W2,2.0,1243,2206,Ind,,,,"Lupo, C",,30.0,0.0,0.0,0.0,,
CSC 491 5W2,2.0,1392,2196,Ind,,,,"Lupo, C",,30.0,0.0,0.0,0.0,,
CSC 491,1.0,1424,2186,Ind,,,,"Lupo, C",,30.0,2.0,0.0,0.0,,
CSC 491 5W2,2.0,1981,2186,Ind,,,,"Lupo, C",,10.0,2.0,0.0,0.0,,
CSC 491 /0,1.0,4678,2224,Ind,,,,,,0.0,,,,,
CSC 491 /0,1.0,4845,2218,Ind,,,,,,1.0,0.0,0.0,0.0,,
CSC 491 /0,1.0,5028,2222,Ind,,,,,,1.0,0.0,0.0,0.0,,
CSC 491 /0,1.0,5266,2214,Ind,,,,,,0.0,0.0,0.0,0.0,,
CSC 491 /0,1.0,5417,2208,Ind,,,,,,1.0,0.0,0.0,0.0,,
CSC 491 /0,1.0,5657,2212,Ind,,,,,,1.0,1.0,0.0,0.0,,
CSC 491 /0,1.0,5765,2198,Ind,,,,,,0.0,0.0,0.0,0.0,,
CSC 491 /0,1.0,6011,2204,Ind,,,,,,0.0,0.0,0.0,0.0,,
CSC 491 /0,1.0,6140,2202,Ind,,,,,,10.0,1.0,0.0,0.0,,
CSC 491,1.0,6401,2188,Ind,,,,"Migler-VonDollen, T",,15.0,1.0,0.0,0.0,,
CSC 491,1.0,6913,2194,Ind,,,,"DeBruhl, B",,10.0,4.0,0.0,0.0,,
CSC 491,1.0,6939,2192,Ind,,,,"Falessi, D",,10.0,16.0,0.0,0.0,,
CSC 491,1.0,8271,2182,IND,,,,"Kearns, T",,10.0,2.0,0.0,0.0,,
CSC 491,1.0,8275,2184,Ind,,,,"Lupo, C",,10.0,2.0,0.0,0.0,,
CSC 492,2.0,****,2182,IND,,,,"Stanchev, L",,,,,,,
CSC 492,3.0,****,2182,IND,,,,"DeBruhl II, B",,,,,,,
CSC 492,4.0,****,2182,IND,,,,"Costello, E",,,,,,,
CSC 492,5.0,****,2182,IND,,,,"Turner, C",,,,,,,
CSC 492,6.0,****,2182,IND,,,,"Dekhtyar, A",,,,,,,
CSC 492,7.0,****,2182,IND,,,,"Lupo, C",,,,,,,
CSC 492,8.0,****,2182,IND,,,,"Slivovsky, L",,,,,,,
CSC 492,9.0,****,2182,IND,,,,"Nico, P",,,,,,,
CSC 492,10.0,****,2182,IND,,,,"Haungs, M",,,,,,,
CSC 492,11.0,****,2182,IND,,,,"Lupo, C",,,,,,,
CSC 492,12.0,****,2182,IND,,,,"Clements, J",,,,,,,
CSC 492,13.0,****,2182,IND,,,,"Sheets, E",,,,,,,
CSC 492,14.0,****,2182,IND,,,,"Pantoja, M",,,,,,,
CSC 492,15.0,****,2182,IND,,,,"Kurfess, F",,,,,,,
CSC 492,16.0,****,2182,IND,,,,"Falessi, D",,,,,,,
CSC 492,17.0,****,2182,IND,,,,"Bellardo, J",,,,,,,
CSC 492,18.0,****,2182,IND,,,,"Eckhardt, C",,,,,,,
CSC 492,19.0,****,2182,IND,,,,"Janzen, D",,,,,,,
CSC 492,20.0,****,2182,IND,,,,"Turner, C",,,,,,,
CSC 492 /0,21.0,****,2182,IND,,,,,,,,,,,
CSC 492 /0,22.0,****,2182,IND,,,,,,,,,,,
CSC 492 /0,23.0,****,2182,IND,,,,,,,,,,,
CSC 492 /0,24.0,****,2182,IND,,,,,,,,,,,
CSC 492,2.0,****,2184,Ind,,,,"Pantoja, M",,,,,,,
CSC 492,3.0,****,2184,Ind,,,,"Migler-VonDollen, T",,,,,,,
CSC 492,4.0,****,2184,Ind,,,,"Clements, J",,,,,,,
CSC 492,5.0,****,2184,Ind,,,,"Kearns, T",,,,,,,
CSC 492,6.0,****,2184,Ind,,,,"Bellardo, J",,,,,,,
CSC 492,7.0,****,2184,Ind,,,,"Bahrami Zanjani, M",,,,,,,
CSC 492,8.0,****,2184,Ind,,,,"Staley, C",,,,,,,
CSC 492,9.0,****,2184,Ind,,,,"Kurfess, F",,,,,,,
CSC 492,10.0,****,2184,Ind,,,,"DeBruhl II, B",,,,,,,
CSC 492,11.0,****,2184,Ind,,,,"Haungs, M",,,,,,,
CSC 492,12.0,****,2184,Ind,,,,"Workman, J",,,,,,,
CSC 492,13.0,****,2184,Ind,,,,"Mealy, B",,,,,,,
CSC 492,14.0,****,2184,Ind,,,,"Peterson, Z",,,,,,,
CSC 492,15.0,****,2184,Ind,,,,"Da Silva, B",,,,,,,
CSC 492,16.0,****,2184,Ind,,,,"Stanchev, L",,,,,,,
CSC 492,17.0,****,2184,Ind,,,,"Eckhardt, C",,,,,,,
CSC 492,18.0,****,2184,Ind,,,,"Nico, P",,,,,,,
CSC 492,19.0,****,2184,Ind,,,,"Janzen, D",,,,,,,
CSC 492,20.0,****,2184,Ind,,,,"Khosmood, F",,,,,,,
CSC 492,21.0,****,2184,Ind,,,,"Dekhtyar, A",,,,,,,
CSC 492,22.0,****,2184,Ind,,,,"Falessi, D",,,,,,,
CSC 492,23.0,****,2184,Ind,,,,"Smith, H",,,,,,,
CSC 492,24.0,****,2184,Ind,,,,"Seng, J",,,,,,,
CSC 492,25.0,****,2184,Ind,,,,"Sun, D",,,,,,,
CSC 492,26.0,****,2184,Ind,,,,"Turner, C",,,,,,,
CSC 492 /0,27.0,****,2184,Ind,,,,,,,,,,,
CSC 492 /0,28.0,****,2184,Ind,,,,,,,,,,,
CSC 492 /0,29.0,****,2184,Ind,,,,,,,,,,,
CSC 492 /0,30.0,****,2184,Ind,,,,,,,,,,,
CSC 492,2.0,****,2188,Ind,,,,"Dekhtyar, A",,15.0,0.0,0.0,0.0,,
CSC 492,3.0,****,2188,Ind,,,,"Clements, J",,15.0,4.0,0.0,0.0,,
CSC 492,4.0,****,2188,Ind,,,,"Eckhardt, C",,15.0,3.0,0.0,0.0,,
CSC 492,5.0,****,2188,Ind,,,,"Nico, P",,15.0,1.0,0.0,0.0,,
CSC 492,6.0,****,2188,Ind,,,,"Kurfess, F",,15.0,4.0,0.0,0.0,,
CSC 492,7.0,****,2188,Ind,,,,"Stanchev, L",,15.0,4.0,0.0,0.0,,
CSC 492,8.0,****,2188,Ind,,,,"Turner, C",,15.0,3.0,0.0,0.0,,
CSC 492,9.0,****,2188,Ind,,,,"Keen, A",,15.0,1.0,0.0,0.0,,
CSC 492,10.0,****,2188,Ind,,,,"Haungs, M",,15.0,3.0,0.0,0.0,,
CSC 492,11.0,****,2188,Ind,,,,"Turner, C",,15.0,1.0,0.0,0.0,,
CSC 492,12.0,****,2188,Ind,,,,"DeBruhl II, B",,15.0,1.0,0.0,0.0,,
CSC 492,13.0,****,2188,Ind,,,,"Khosmood, F",,15.0,1.0,0.0,0.0,,
CSC 492 /0,14.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,15.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,16.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,17.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,18.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,19.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,20.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,21.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,22.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,23.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,24.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492 /0,25.0,****,2188,Ind,,,,,,15.0,0.0,0.0,0.0,,
CSC 492,2.0,****,2192,Ind,,,,"Wood, Z",,10.0,2.0,0.0,0.0,,
CSC 492,3.0,****,2192,Ind,,,,"Kurfess, F",,10.0,5.0,0.0,0.0,,
CSC 492,4.0,****,2192,Ind,,,,"Lupo, C",,10.0,1.0,0.0,0.0,,
CSC 492,5.0,****,2192,Ind,,,,"Falessi, D",,10.0,4.0,0.0,0.0,,
CSC 492,6.0,****,2192,Ind,,,,"Eckhardt, C",,10.0,6.0,0.0,0.0,,
CSC 492,7.0,****,2192,Ind,,,,"Nico, P",,10.0,1.0,0.0,0.0,,
CSC 492,8.0,****,2192,Ind,,,,"DeBruhl, B",,10.0,3.0,0.0,0.0,,
CSC 492,9.0,****,2192,Ind,,,,"Khosmood, F",,10.0,1.0,0.0,0.0,,
CSC 492,10.0,****,2192,Ind,,,,"Stanchev, L",,10.0,3.0,0.0,0.0,,
CSC 492,11.0,****,2192,Ind,,,,"Lupo, C",,10.0,3.0,0.0,0.0,,
CSC 492,12.0,****,2192,Ind,,,,"da Silva, B",,10.0,1.0,0.0,0.0,,
CSC 492,13.0,****,2192,Ind,,,,"Lupo, C",,10.0,1.0,0.0,0.0,,
CSC 492,14.0,****,2192,Ind,,,,"Haungs, M",,10.0,2.0,0.0,0.0,,
CSC 492,15.0,****,2192,Ind,,,,"Keen, A",,10.0,2.0,0.0,0.0,,
CSC 492,16.0,****,2192,Ind,,,,"Dekhtyar, A",,10.0,2.0,0.0,0.0,,
CSC 492,17.0,****,2192,Ind,,,,"Bellardo, J",,10.0,2.0,0.0,0.0,,
CSC 492,18.0,****,2192,Ind,,,,"Clements, J",,10.0,2.0,0.0,0.0,,
CSC 492,19.0,****,2192,Ind,,,,"Smith, H",,10.0,1.0,0.0,0.0,,
CSC 492,20.0,****,2192,Ind,,,,"Peterson, Z",,10.0,3.0,0.0,0.0,,
CSC 492,21.0,****,2192,Ind,,,,"Staley, C",,10.0,1.0,0.0,0.0,,
CSC 492,22.0,****,2192,Ind,,,,"Pantoja, M",,10.0,1.0,0.0,0.0,,
CSC 492,23.0,****,2192,Ind,,,,"Turner, C",,10.0,2.0,0.0,0.0,,
CSC 492,24.0,****,2192,Ind,,,,"Zhang, J",,10.0,1.0,0.0,0.0,,
CSC 492,25.0,****,2192,Ind,,,,"Bahrami, S",,10.0,1.0,0.0,0.0,,
CSC 492,2.0,****,2194,Ind,,,,"Falessi, D",,10.0,15.0,0.0,0.0,,
CSC 492,3.0,****,2194,Ind,,,,"Turner, C",,10.0,1.0,0.0,0.0,,
CSC 492,4.0,****,2194,Ind,,,,"Kurfess, F",,10.0,17.0,0.0,0.0,,
CSC 492,5.0,****,2194,Ind,,,,"da Silva, B",,10.0,9.0,0.0,0.0,,
CSC 492,6.0,****,2194,Ind,,,,"Dekhtyar, A",,10.0,6.0,0.0,0.0,,
CSC 492,7.0,****,2194,Ind,,,,"Migler, T",,10.0,7.0,0.0,0.0,,
CSC 492,8.0,****,2194,Ind,,,,"Stanchev, L",,10.0,7.0,0.0,0.0,,
CSC 492,9.0,****,2194,Ind,,,,"Keen, A",,10.0,9.0,0.0,0.0,,
CSC 492,10.0,****,2194,Ind,,,,"Bahrami, S",,10.0,2.0,0.0,0.0,,
CSC 492,11.0,****,2194,Ind,,,,"Nico, P",,10.0,4.0,0.0,0.0,,
CSC 492,12.0,****,2194,Ind,,,,"Seng, J",,10.0,1.0,0.0,0.0,,
CSC 492,13.0,****,2194,Ind,,,,"Pantoja, M",,10.0,8.0,0.0,0.0,,
CSC 492,14.0,****,2194,Ind,,,,"Khosmood, F",,10.0,5.0,0.0,0.0,,
CSC 492,15.0,****,2194,Ind,,,,"Lupo, C",,10.0,5.0,0.0,0.0,,
CSC 492,16.0,****,2194,Ind,,,,"Bellardo, J",,10.0,5.0,0.0,0.0,,
CSC 492,17.0,****,2194,Ind,,,,"Haungs, M",,10.0,8.0,0.0,0.0,,
CSC 492,18.0,****,2194,Ind,,,,"Eckhardt, C",,10.0,12.0,0.0,0.0,,
CSC 492,19.0,****,2194,Ind,,,,"Clements, J",,10.0,7.0,0.0,0.0,,
CSC 492,20.0,****,2194,Ind,,,,"Lupo, C",,10.0,2.0,0.0,0.0,,
CSC 492,21.0,****,2194,Ind,,,,"Staley, C",,10.0,2.0,0.0,0.0,,
CSC 492,22.0,****,2194,Ind,,,,"Wood, Z",,10.0,1.0,0.0,0.0,,
CSC 492,23.0,****,2194,Ind,,,,"Slivovsky, L",,10.0,1.0,0.0,0.0,,
CSC 492,24.0,****,2194,Ind,,,,"Gharibyan, H",,10.0,2.0,0.0,0.0,,
CSC 492,25.0,****,2194,Ind,,,,"Ventura, J",,10.0,1.0,0.0,0.0,,
CSC 492,26.0,****,2194,Ind,,,,"Costello, E",,10.0,2.0,0.0,0.0,,
CSC 492,27.0,****,2194,Ind,,,,"Janzen, D",,10.0,2.0,0.0,0.0,,
CSC 492,28.0,****,2194,Ind,,,,"Costello, E",,10.0,1.0,0.0,0.0,,
CSC 492,29.0,****,2194,Ind,,,,"Lupo, C",,10.0,2.0,0.0,0.0,,
CSC 492,30.0,****,2194,Ind,,,,"Pantoja, M",,10.0,1.0,0.0,0.0,,
CSC 492,2.0,****,2198,Ind,,,,"Bellardo, J",,10.0,0.0,0.0,0.0,,
CSC 492 /0,3.0,****,2198,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 492,4.0,****,2198,Ind,,,,"da Silva, B",,10.0,0.0,0.0,0.0,,
CSC 492,5.0,****,2198,Ind,,,,"DeBruhl, B",,10.0,4.0,0.0,0.0,,
CSC 492,6.0,****,2198,Ind,,,,"Clements, J",,10.0,2.0,0.0,0.0,,
CSC 492,7.0,****,2198,Ind,,,,"Dekhtyar, A",,10.0,4.0,0.0,0.0,,
CSC 492,8.0,****,2198,Ind,,,,"Eckhardt, C",,10.0,5.0,0.0,0.0,,
CSC 492,9.0,****,2198,Ind,,,,"Falessi, D",,10.0,4.0,0.0,0.0,,
CSC 492,10.0,****,2198,Ind,,,,"Haungs, M",,10.0,0.0,0.0,0.0,,
CSC 492,11.0,****,2198,Ind,,,,"Janzen, D",,10.0,2.0,0.0,0.0,,
CSC 492,12.0,****,2198,Ind,,,,"Keen, A",,10.0,1.0,0.0,0.0,,
CSC 492,13.0,****,2198,Ind,,,,"Khosmood, F",,10.0,2.0,0.0,0.0,,
CSC 492,14.0,****,2198,Ind,,,,"Kurfess, F",,10.0,8.0,0.0,0.0,,
CSC 492,15.0,****,2198,Ind,,,,"Lupo, C",,10.0,0.0,0.0,0.0,,
CSC 492,16.0,****,2198,Ind,,,,"Migler, T",,10.0,0.0,0.0,0.0,,
CSC 492,17.0,****,2198,Ind,,,,"Nico, P",,10.0,1.0,0.0,0.0,,
CSC 492,18.0,****,2198,Ind,,,,"Pantoja, M",,10.0,1.0,0.0,0.0,,
CSC 492,19.0,****,2198,Ind,,,,"Peterson, Z",,10.0,0.0,0.0,0.0,,
CSC 492,20.0,****,2198,Ind,,,,"Seng, J",,10.0,2.0,0.0,0.0,,
CSC 492,21.0,****,2198,Ind,,,,"Smith, H",,10.0,0.0,0.0,0.0,,
CSC 492 /0,22.0,****,2198,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 492,23.0,****,2198,Ind,,,,"Stanchev, L",,10.0,0.0,0.0,0.0,,
CSC 492,24.0,****,2198,Ind,,,,"Turner, C",,10.0,0.0,0.0,0.0,,
CSC 492,25.0,****,2198,Ind,,,,"Ventura, J",,10.0,0.0,0.0,0.0,,
CSC 492,26.0,****,2198,Ind,,,,"Wood, Z",,10.0,1.0,0.0,0.0,,
CSC 492,27.0,****,2198,Ind,,,,"Vakalis, I",,10.0,2.0,0.0,0.0,,
CSC 492,28.0,****,2198,Ind,,,,"Lupo, C",,10.0,1.0,0.0,0.0,,
CSC 492,29.0,****,2198,Ind,,,,"Costello, E",,10.0,0.0,0.0,0.0,,
CSC 492,30.0,****,2198,Ind,,,,"Slivovsky, L",,10.0,2.0,0.0,0.0,,
CSC 492,31.0,****,2198,Ind,,,,"Sun, D",,10.0,0.0,0.0,0.0,,
CSC 492,32.0,****,2198,Ind,,,,"Zhang, J",,10.0,0.0,0.0,0.0,,
CSC 492 /0,33.0,****,2198,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 492 /0,34.0,****,2198,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 492 /0,35.0,****,2198,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 492,2.0,****,2202,Ind,,,,"Anderson, P",,10.0,0.0,0.0,0.0,,
CSC 492,3.0,****,2202,Ind,,,,"Bellardo, J",,10.0,1.0,0.0,0.0,,
CSC 492 /0,4.0,****,2202,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 492,5.0,****,2202,Ind,,,,"Clements, J",,10.0,0.0,0.0,0.0,,
CSC 492,6.0,****,2202,Ind,,,,"da Silva, B",,10.0,1.0,0.0,0.0,,
CSC 492,7.0,****,2202,Ind,,,,"DeBruhl, B",,10.0,2.0,0.0,0.0,,
CSC 492,8.0,****,2202,Ind,,,,"Dekhtyar, A",,10.0,2.0,0.0,0.0,,
CSC 492,9.0,****,2202,Ind,,,,"Eckhardt, C",,10.0,3.0,0.0,0.0,,
CSC 492 /0,10.0,****,2202,Ind,,,,,,10.0,0.0,0.0,0.0,,
CSC 492,11.0,****,2202,Ind,,,,"Fang, D",,10.0,0.0,0.0,0.0,,
CSC 492,12.0,****,2202,Ind,,,,"Haungs, M",,10.0,4.0,0.0,0.0,,
CSC 492,13.0,****,2202,Ind,,,,"Janzen, D",,10.0,0.0,0.0,0.0,,
CSC 492,14.0,****,2202,Ind,,,,"Keen, A",,10.0,1.0,0.0,0.0,,
CSC 492,15.0,****,2202,Ind,,,,"Khosmood, F",,10.0,3.0,0.0,0.0,,
CSC 492,16.0,****,2202,Ind,,,,"Kurfess, F",,10.0,10.0,0.0,0.0,,
CSC 492,17.0,****,2202,Ind,,,,"Lupo, C",,10.0,0.0,0.0,0.0,,
CSC 492,18.0,****,2202,Ind,,,,"Migler, T",,10.0,2.0,0.0,0.0,,
CSC 492,19.0,****,2202,Ind,,,,"Nico, P",,10.0,0.0,0.0,0.0,,
CSC 492,20.0,****,2202,Ind,,,,"Pantoja, M",,10.0,2.0,0.0,0.0,,
CSC 492,21.0,****,2202,Ind,,,,"Peterson, Z",,10.0,0.0,0.0,0.0,,
CSC 492,22.0,****,2202,Ind,,,,"Seng, J",,10.0,0.0,0.0,0.0,,
CSC 492,23.0,****,2202,Ind,,,,"Smith, H",,10.0,0.0,0.0,0.0,,
CSC 492,24.0,****,2202,Ind,,,,"Staley, C",,10.0,1.0,0.0,0.0,,
CSC 492,25.0,****,2202,Ind,,,,"Stanchev, L",,10.0,1.0,0.0,0.0,,
